subID	age_group	age	sex	acc	med_rt	med_rt_correct	se_rt	fast_rt	browser_interactions	inv_e	num_trials	WASI_rawVerbal	WASI_raw_MR	WASI_Verbal_T	WASI_MR_T	WASI_IQ
sub15	Children	8.369444444	Female	0.275	1174.1899999999441	1970.7175000001007	169.82581156515803	0	2	4269.781818181615	80	NA	NA	NA	NA	NA
sub150	Adults	18.275	Male	0.5294117647058824	10860.549999997602	8520.4549999944	1365.7057217152292	0	2	20514.37222221769	34	NA	NA	NA	NA	NA
sub151	Adults	23.35555556	Male	0.725	9425.192500002595	8423.154999996768	984.9182056444978	0	1	13000.26551724496	40	39	24	52	57	108
sub16	Older adolescents	17.9	Female	0.7222222222222222	12605.944999988424	12203.852499995264	1198.2505983649303	0	2	17454.385384599354	36	40	23	NA	NA	113
sub17	Children	10.66666667	Female	0.3902439024390244	6973.750000000087	5606.849999999686	927.0309046481061	0	3	17870.234375000222	41	25	13	NA	NA	103
sub18	Children	9.577777778	Female	0.42857142857142855	9776	8364	926.8280732180998	0	2	22810.666666666668	42	NA	NA	NA	NA	NA
sub19	Younger adolescents	11.54722222	Male	0.4125	3346.457499996177	3322.9800000117393	242.94672826747805	0	2	8112.624242414975	80	35	17	68	52	117
sub2	Mid adolescents	14.575	Female	0.43283582089552236	6319.5	4339	385.4229845716202	0	2	14600.224137931036	67	31	17	NA	NA	95
sub20	Younger adolescents	11.31388889	Male	0.3	1978.3649999999325	2887.3850000000093	214.47243568836683	2	1	6594.5499999997755	80	26	6	51	30	84
sub21	Older adolescents	17.08611111	Female	0.5833333333333334	7836.12500000163	6451.737499970477	777.4316859994169	0	1	13433.357142859935	48	33	20	48	51	99
sub22	Older adolescents	16.61388889	Female	0.6739130434782609	9186.815000022762	9161.68999997899	736.7801871037638	0	2	13632.048064549905	46	41	21	62	53	113
sub23	Mid adolescents	13.30277778	Female	0.6307692307692307	5659.297499994864	6022.135000006529	452.3150062377731	0	1	8972.057012186979	65	39	22	67	60	123
sub24	Mid adolescents	15.45	Male	0.5681818181818182	8524.119999958202	6317.82499991823	927.8780607624036	0	1	15002.451199926434	44	NA	NA	NA	NA	NA
sub25	Children	9.808333333	Male	0.3	2552	3091	387.7137288118448	1	2	8506.666666666668	80	23	7	58	41	99
sub26	Children	9.808333333	Male	0.25396825396825395	6019	5991.5	541.6553045122038	1	1	23699.8125	63	23	9	58	45	102
sub27	Mid adolescents	15.91388889	Female	0.6285714285714286	13142.284999950789	10947.415000002366	1430.1204225421918	0	2	20908.18068173989	35	NA	NA	NA	NA	NA
sub28	Mid adolescents	13.36944444	Male	0.5588235294117647	12431.649999998626	8337.165000004461	1388.174129932238	0	1	22246.110526313332	34	28	19	47	53	100
sub29	Children	9.925	Female	0.43859649122807015	6877.212499995949	6237.88999998942	452.75633620223357	0	3	15680.044499990763	57	33	20	77	67	138
sub3	Mid adolescents	13.91944444	Male	0.3375	3654.5	4796	360.8144522298073	0	2	10828.148148148148	80	NA	NA	NA	NA	NA
sub30	Children	10.16388889	Male	0.5576923076923077	7665.039999992587	6118.619999993825	600.5715470587423	0	1	13744.20965515912	52	32	19	73	63	131
sub31	Younger adolescents	12.85833333	Female	0.37681159420289856	5541.235000004235	4911.529999997583	300.8762457545158	0	3	14705.585192318931	69	NA	NA	NA	NA	NA
sub32	Children	9.938888889	Female	0.375	1425.4049999944982	1425.4049999944982	510.1517628658884	0	1	3801.0799999853284	80	24	19	58	64	119
sub33	Children	8.797222222	Female	0.4642857142857143	11935.79000000318	9372.350000005099	1876.4714482997504	0	2	25707.855384622235	28	33	10	77	45	119
sub34	Children	10.70555556	Female	0.39436619718309857	5759.38499999934	5174.05749999854	340.1354176026819	0	1	14604.154821426899	71	37	17	71	51	119
sub35	Mid adolescents	14.18333333	Male	0.6666666666666666	11733.655000047293	9389.442499988945	1166.3280447840461	0	1	17600.48250007094	36	45	27	78	77	148
sub36	Younger adolescents	12.12777778	Male	0.4444444444444444	8656.885000003967	6678.415000002133	833.0812383432691	0	1	19477.991250008927	45	NA	NA	NA	NA	NA
sub37	Younger adolescents	12.8	Male	0.5535714285714286	7183.410000000091	6005.240000000427	465.3522064298243	0	1	12976.482580645325	56	NA	NA	NA	NA	NA
sub38	Children	9.397222222	Female	0.5135135135135135	10498.070000001462	9880.47999999253	1325.7299587198765	0	1	20443.61000000285	37	NA	NA	NA	NA	NA
sub39	Younger adolescents	11.97222222	Male	0.325	3795.9724999964237	5101.695000004838	419.0868400401623	6	2	11679.915384604381	80	39	24	69	68	132
sub4	Younger adolescents	12.29722222	Male	0.3469387755102041	6838.874999999447	5496.680000000168	1007.1379284423297	0	1	19712.05147058664	49	38	19	74	55	105
sub40	Younger adolescents	11.40555556	Female	0.29508196721311475	6477.542500000709	4264.4600000021455	486.98526511294847	0	1	21951.67180555796	61	NA	NA	NA	NA	NA
sub41	Children	8.513888889	Male	0.3875	600.9274999996705	756.4299999994546	313.9243776413029	8	2	1550.7806451604401	80	NA	NA	NA	NA	NA
sub42	Younger adolescents	12.36111111	Male	0.5333333333333333	6816	7680.500000000007	549.6488163146447	0	2	12780	60	35	20	63	56	119
sub43	Mid adolescents	14.72777778	Female	0.3508771929824561	6754.957500030287	5789.265000028536	516.649256482643	0	1	19251.628875086317	57	NA	NA	NA	NA	NA
sub44	Mid adolescents	13.75	Female	0.4090909090909091	6873.239999986254	6507.525000022724	1141.00054204616	0	1	16801.25333329973	44	NA	NA	NA	NA	NA
sub45	Children	8.45	Female	0.2608695652173913	6407.847499998752	3251.604999997653	1079.796186674685	0	1	24563.415416661883	46	NA	NA	NA	NA	NA
sub46	Children	8.505555556	Male	0.3	2561.804999999411	3212.7175000005227	442.8854611974322	0	2	8539.349999998038	80	NA	NA	NA	NA	NA
sub47	Younger adolescents	11.3	Male	0.2535211267605634	5068.484999996144	3636.2875000049826	417.7978007813614	0	1	19992.35749998479	71	36	18	65	52	115
sub48	Mid adolescents	14.26111111	Male	0.46875	5195.490000071004	5105.592500010971	519.826215240274	0	1	11083.712000151476	64	37	18	58	47	106
sub49	Younger adolescents	11.58611111	Male	0.42592592592592593	7424.000000000029	5804	499.10907388765366	0	2	17430.260869565285	54	37	18	66	52	116
sub5	Mid adolescents	14.23888889	Male	0.425531914893617	8209.91249999497	5929.652500082739	973.1733733970716	0	1	19293.29437498818	47	NA	NA	77	59	131
sub50	Mid adolescents	14.92222222	Male	0.5111111111111111	8209	7624	1064.8160589421648	0	1	16061.08695652174	45	41	19	64	48	110
sub51	Older adolescents	16.33055556	Female	0.3	689.3774999989546	756.2649999890709	263.0011922987002	6	2	2297.9249999965155	80	NA	NA	NA	NA	NA
sub52	Children	10.96111111	Female	0.225	787.137499981327	793.0174999928568	290.18600910941456	2	2	3498.3888888058977	80	NA	NA	NA	NA	NA
sub53	Children	10.83888889	Male	0.5428571428571428	11883.252500003437	7885.334999999031	1329.9572136890138	0	1	21890.201973690542	35	19	18	26	44	75
sub54	Mid adolescents	13.43333333	Male	0.6222222222222222	9186.304999981076	7882.297500007553	813.1397201623691	0	1	14763.7044642553	45	42	26	70	75	139
sub55	Younger adolescents	11.73888889	Female	0.3625	1661.6599999979371	1609.8700000002282	127.50873189638395	0	1	4583.889655166723	80	NA	NA	NA	NA	NA
sub56	Older adolescents	16.61388889	Male	0.6060606060606061	12986.999999999185	10858.912499998027	1392.2467693610147	0	1	21428.549999998653	33	40	28	58	77	130
sub57	Mid adolescents	14.70277778	Female	0.7647058823529411	12635.61500000651	11856.342499995662	1312.4618016703664	0	3	16523.49653847005	34	33	25	50	70	117
sub58	Children	9.408333333	Male	0.3898305084745763	5172.499999999985	4661	715.2050710540805	0	1	13268.586956521702	59	25	18	64	65	125
sub59	Mid adolescents	15.11666667	Male	0.4666666666666667	12691.049999999464	8843.25999999966	1642.556442115124	0	1	27195.107142855995	30	NA	NA	NA	NA	NA
sub6	Younger adolescents	12.15	Female	0.5652173913043478	8553.164999990258	7987.737499992363	890.3500820413226	0	1	15132.522692290459	46	36	22	67	63	126
sub60	Older adolescents	16.71111111	Male	0.5806451612903226	11726.347500001779	8665.037500000835	1866.9882020721898	0	2	20195.37625000306	31	NA	NA	NA	NA	NA
sub61	Children	9.080555556	Female	0.30666666666666664	4772.669999860227	4014.410000294447	383.22274968341117	0	1	15563.054347370307	75	NA	NA	NA	NA	NA
sub62	Older adolescents	17.22777778	Female	0.8235294117647058	11697.45499999955	11038.05499999909	1492.129086666926	0	2	14204.052499999456	34	NA	NA	NA	NA	NA
sub63	Older adolescents	16.16111111	Female	0.5454545454545454	9279.320000001462	5376.897499998449	1010.4266066881064	0	4	17012.086666669347	44	NA	NA	NA	NA	NA
sub64	Children	8.213888889	Male	0.4857142857142857	11965.327500365674	11703.82000040263	1128.9617216801414	0	1	24634.497794870505	35	NA	NA	NA	NA	NA
sub65	Older adolescents	17.69444444	Female	0.725	9373	9327	1266.6266477175202	0	6	12928.275862068966	40	NA	NA	NA	NA	NA
sub66	Older adolescents	16.72222222	Male	0.7837837837837838	10114.607499999693	8552.265000005718	1275.915942549321	0	9	12904.844051723747	37	NA	NA	NA	NA	NA
sub67	Older adolescents	17.63055556	Male	0.8333333333333334	10362.00000000003	9715.5	1233.658278521667	0	2	12434.400000000034	36	NA	NA	NA	NA	NA
sub68	Mid adolescents	14.83333333	Female	0.6470588235294118	13885.025000003225	11253.94000000236	1303.1975445083335	0	3	21458.675000004983	34	NA	NA	NA	NA	NA
sub69	Older adolescents	16.96666667	Female	0.696969696969697	10739.729999999268	7570.144999997807	1597.2527063185098	0	1	15409.177826085906	33	NA	NA	NA	NA	NA
sub7	Mid adolescents	15.5	Female	0.5333333333333333	9110.500000002503	8585.06999999372	732.1932202040372	0	2	17082.187500004693	45	44	23	76	61	132
sub70	Older adolescents	16.93611111	Female	0.5813953488372093	10919.949999995879	8876.19999999879	725.5934337789446	0	1	18782.31399999291	43	NA	NA	NA	NA	NA
sub71	Mid adolescents	15.25	Female	0.3875	2094.5	3375	428.10399200974945	0	2	5405.1612903225805	80	NA	NA	NA	NA	NA
sub72	Older adolescents	16.63055556	Male	0.6216216216216216	9765.115000016522	10128.694999963045	1346.7454456140845	0	1	15709.09804350484	37	NA	NA	NA	NA	NA
sub73	Mid adolescents	15.70833333	Male	0.5217391304347826	7894	7891.5	801.047599059878	0	2	15130.166666666668	46	35	19	51	48	99
sub74	Older adolescents	16.325	Male	0.6	11623.279999999795	8173.750000001746	943.4570502372214	0	1	19372.133333332993	40	NA	NA	NA	NA	NA
sub75	Older adolescents	17.96666667	Male	0.75	10414.999999999942	9087	1269.272714649481	0	8	13886.66666666659	36	NA	NA	NA	NA	NA
sub76	Mid adolescents	13.22777778	Female	0.55	9971.430000000051	8032.722499999989	1064.9161562803222	0	1	18129.872727272817	40	NA	NA	NA	NA	NA
sub77	Mid adolescents	15.07777778	Female	0.6410256410256411	10942.544999998063	9676.7300000065	921.2643016099879	0	1	17070.370199996978	39	NA	NA	NA	NA	NA
sub78	Mid adolescents	13.84166667	Male	0.4492753623188406	4996.970000007423	4089.5249999593943	420.228298418708	0	1	11122.288064532651	69	NA	NA	NA	NA	NA
sub79	Mid adolescents	13.35555556	Female	0.7045454545454546	9290.055000019493	10240.844999992987	854.7567271652941	0	1	13185.884516156699	44	NA	NA	NA	NA	NA
sub8	Older adolescents	17.59722222	Male	0.6875	13199.015000020154	10831.457499996759	1680.141158635219	0	1	19198.567272756587	32	40	24	59	61	117
sub80	Older adolescents	16.93611111	Female	0.3333333333333333	4389.6250000006985	3670.8199999993085	1044.0890114466138	0	1	13168.875000002095	54	NA	NA	NA	NA	NA
sub81	Younger adolescents	12.78611111	Female	0.3673469387755102	8865.162499998405	6084.320000001753	488.30064932970265	0	1	24132.94236110677	49	NA	NA	NA	NA	NA
sub82	Younger adolescents	12.34444444	Female	0.4642857142857143	7273.000000000058	6841	491.7086037366795	0	2	15664.923076923202	56	NA	NA	NA	NA	NA
sub83	Mid adolescents	14.45833333	Male	0.4625	841.5000000000291	2199	551.7499119243649	0	2	1819.4594594595223	80	NA	NA	NA	NA	NA
sub84	Children	8.302777778	Male	0.5106382978723404	7045	5970	913.4011169188342	0	2	13796.458333333334	47	NA	NA	NA	NA	NA
sub85	Older adolescents	17.78611111	Male	0.5862068965517241	12518.600000010338	9996.679999982007	1752.8303947404884	0	4	21355.258823547047	29	NA	NA	NA	NA	NA
sub86	Younger adolescents	11.24722222	Male	0.275	641.2949999794364	1655.9150000102818	268.1778608882081	24	1	2331.9818181070414	80	NA	NA	NA	NA	NA
sub87	Younger adolescents	12.02777778	Male	0.375	4158.342500042636	4458.452499937266	304.94478181875996	0	1	11088.91333344703	80	NA	NA	NA	NA	NA
sub88	Older adolescents	17.29722222	Male	0.5757575757575758	12677.880000002915	7123.774999985471	1614.8909673778107	0	1	22019.475789478747	33	NA	NA	NA	NA	NA
sub89	Children	8.102777778	Male	0.2727272727272727	5968.2624998968095	5998.109999811277	842.9388032146682	0	1	21883.6291662883	55	NA	NA	NA	NA	NA
sub9	Children	8.258333333	Female	0.20512820512820512	4156	3258.5	505.5100354709731	0	2	20260.5	78	NA	NA	NA	NA	NA
sub90	Children	9.572222222	Male	0.40625	5676.6399999614805	5595.564999966882	532.9991549806352	0	1	13973.267692212876	64	NA	NA	NA	NA	NA
sub91	Mid adolescents	15.28055556	Male	0.48	8083.370000007562	6707.344999995257	641.5472912474764	0	3	16840.354166682424	50	NA	NA	NA	NA	NA
sub92	Children	10.00833333	Male	0.7352941176470589	11113	8776	1309.0272515825156	0	4	15113.679999999998	34	NA	NA	NA	NA	NA
sub93	Children	8.094444444	Female	0.34782608695652173	7273.0199999932665	6301.135000001523	989.7479771894605	0	3	20909.93249998064	46	NA	NA	NA	NA	NA
sub94	Children	10.89166667	Male	0.3225806451612903	5761.135000007926	5630.937499998254	495.9638703860159	0	1	17859.51850002457	62	NA	NA	NA	NA	NA
sub95	Younger adolescents	11.26388889	Female	0.3625	1593.8274999934947	2581.5774999937275	767.5215665125671	11	4	4396.765517223434	80	NA	NA	NA	NA	NA
sub96	Younger adolescents	11.375	Female	0.35	1154.4999999999854	1508.0000000000073	519.1828674875194	1	1	3298.571428571387	80	NA	NA	NA	NA	NA
sub97	Younger adolescents	11.03611111	Female	0.45614035087719296	6301.169999998878	4864.707500004442	547.2780761337555	0	2	13814.103461536002	57	NA	NA	NA	NA	NA
sub98	Mid adolescents	14.79166667	Female	0.36619718309859156	3278.122500007157	3054.2974999989383	575.7038324278798	0	2	8951.796057711852	71	NA	NA	NA	NA	NA
sub99	Younger adolescents	12.40555556	Female	0.4074074074074074	6620.0600000156555	4167.0424999902025	631.8436227736408	0	1	16249.23818185661	54	NA	NA	NA	NA	NA
